TRANSACTION_ID,SUPPLIER_PARENT_NAME,SUPPERLIER_NAME,MATERIAL_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,INVOICE_DESCRIPTION,MCC_DESCRIPTION,PO_DESCRIPTION,AMOUNT
TRANS264301,PARENT_SUPPLIER_888728,SUPPLIER_888728,NUSPHERE PHPED TEAM4 FOR WINDO,ACCT DESC NOT FOUND,,,NUSPHERE PHPED TEAM4 FOR WINDO, 446.00 
TRANS943299,PARENT_SUPPLIER_274460,SUPPLIER_274460,NEW. BESTFLEXFLEXIBLE SKATEWHE,ACCT DESC NOT FOUND,,,NEW. BESTFLEXFLEXIBLE SKATEWHE," 5,572.07 "
TRANS112705,PARENT_SUPPLIER_554605,SUPPLIER_554605,,ACCT DESC NOT FOUND,,,," 20,478.59 "
TRANS124408,PARENT_SUPPLIER_966407,SUPPLIER_966407,,ACCT DESC NOT FOUND,,,BEST FLEX FLEXIBLE SKATEWHEEL," 4,971.44 "
TRANS281293,PARENT_SUPPLIER_599023,SUPPLIER_599023,,ACCT DESC NOT FOUND,,,"30111048-102 SCANNER, BARCODE"," 7,750.00 "
TRANS479296,PARENT_SUPPLIER_649282,SUPPLIER_649282,"SCANNER, BARCODE READER, BLACK",ACCT DESC NOT FOUND,,,"SCANNER, BARCODE READER, BLACK"," 372,620.00 "
TRANS205360,PARENT_SUPPLIER_505148,SUPPLIER_505148,MEASURE/PROGRAM PARTS,ACCT DESC NOT FOUND,,,MEASURE/PROGRAM PARTS, 450.00 
TRANS814543,PARENT_SUPPLIER_290278,SUPPLIER_290278,KTE CARTS KIT - FLEXPIPE QUOTE,ACCT DESC NOT FOUND,,,KTE CARTS KIT - FLEXPIPE QUOTE," 15,426.20 "
TRANS437005,PARENT_SUPPLIER_468537,SUPPLIER_468537,MEASURE/PROGRAM PARTS,ACCT DESC NOT FOUND,,,MEASURE/PROGRAM PARTS, -450.00 
TRANS457676,PARENT_SUPPLIER_533780,SUPPLIER_533780,FITNESS CENTER MANAGEMENT FOR,ACCT DESC NOT FOUND,,,FITNESS CENTER MANAGEMENT FOR," 7,825.81 "
TRANS326910,PARENT_SUPPLIER_860153,SUPPLIER_860153,,LABORATORY SERVICES,108193,,Routine Cleanroom Monitoring, 269.16 
TRANS596818,PARENT_SUPPLIER_297377,SUPPLIER_297377,,MATERIALS AND SUPPLIES - LAB SUPPLIES,15236,,CHEMICAL CABINET, -   
TRANS915089,PARENT_SUPPLIER_923609,SUPPLIER_923609,,INPUT VAT TAX DEFERRED AUTO,,,TECHNICAL VORSK1002 Marley, 149.12 
TRANS612105,PARENT_SUPPLIER_716488,SUPPLIER_716488,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,TECHNICAL VORSK1002 Marley," 1,491.61 "
TRANS335568,PARENT_SUPPLIER_212956,SUPPLIER_212956,PACHKA ''BETAVER 24MG ¡í60'',PPV EXCHANGE,,,"PATCH BETAVER24¡í60-POLY, RU", -   
TRANS730942,PARENT_SUPPLIER_579047,SUPPLIER_579047,SPIRT ETILOVYY REKTIFIKAT,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"ETHYL ALCOHOL recto-Biochem, R"," 7,528.40 "
TRANS624207,PARENT_SUPPLIER_124876,SUPPLIER_124876,,PROFESSIONAL SERVICES - OTHER CONSULTING,forgot to put VAT on previous payment,,, 311.88 
TRANS673227,PARENT_SUPPLIER_292993,SUPPLIER_292993,,PROFESSIONAL SERVICES - OTHER CONSULTING,uren sept en okt,,, 157.01 
TRANS189095,PARENT_SUPPLIER_195959,SUPPLIER_195959,,PROFESSIONAL SERVICES - OTHER CONSULTING,speakers fee,,," 1,413.11 "
TRANS284079,PARENT_SUPPLIER_575741,SUPPLIER_575741,,PROMOTION EXPENSE - HONORARIUMS / GRANTS,,,4) sponsoring DIS scholing 21 oktober, 280.38 
TRANS107203,PARENT_SUPPLIER_787982,SUPPLIER_787982,,ACCRUED  USE TAX,,,, -0.20 
TRANS126333,PARENT_SUPPLIER_382369,SUPPLIER_382369,,ACCRUED  USE TAX,,,, -2.29 
TRANS730541,PARENT_SUPPLIER_706623,SUPPLIER_706623,,MAINTENANCE CLEARING,,,N1170049   INLET O-RING, 0.41 
TRANS623779,PARENT_SUPPLIER_252625,SUPPLIER_252625,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,N1170049   INLET O-RING, 12.98 
TRANS358752,PARENT_SUPPLIER_346553,SUPPLIER_346553,,ACCRUED  USE TAX,,,, -4.81 
TRANS299030,PARENT_SUPPLIER_211860,SUPPLIER_211860,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"N5360553   PIN, SHEAR, LINE 5 SEAMER", 434.00 
TRANS672934,PARENT_SUPPLIER_648522,SUPPLIER_648522,,TRAVEL AND ENTERTAINMENT EXPENSE,G3 Global/ Passport,,, 405.00 
TRANS223660,PARENT_SUPPLIER_152467,SUPPLIER_152467,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 15,500.00 "
TRANS430576,PARENT_SUPPLIER_986695,SUPPLIER_986695,,TRAINING,368,,Drumming Workshop Sept 16th, 504.68 
TRANS618471,PARENT_SUPPLIER_785130,SUPPLIER_785130,,MANUFACTURING PROJECT EXPENSE,17092019,,SERVICE," 14,819.74 "
TRANS134421,PARENT_SUPPLIER_275096,SUPPLIER_275096,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,BELBRT002 Kaprolon PLATE 20 MM (1000, 191.63 
TRANS952586,PARENT_SUPPLIER_538882,SUPPLIER_538882,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,BELBRT001 KAPROLON D80MM, 127.75 
TRANS232442,PARENT_SUPPLIER_665836,SUPPLIER_665836,,MAINTENANCE CLEARING,,,TECHNICAL VORSK1002 Marley, -0.42 
TRANS704616,PARENT_SUPPLIER_341014,SUPPLIER_341014,,INPUT VAT TAX DEFERRED AUTO,,,, 454.53 
TRANS129636,PARENT_SUPPLIER_593526,SUPPLIER_593526,PACHKA ''BETAVER 24MG ¡í60'',PPV OTHER,,,"PATCH BETAVER24¡í60-POLY, RU", -   
TRANS234831,PARENT_SUPPLIER_551357,SUPPLIER_551357,PACHKA ''BETAVER 24MG ¡í30'',PPV EXCHANGE,,,"PATCH BETAVER24¡í30-POLY, RU", -   
TRANS646913,PARENT_SUPPLIER_261838,SUPPLIER_261838,PACHKA ''BETAVER 24MG ¡í30'',PPV OTHER,,,"PATCH BETAVER24¡í30-POLY, RU", -   
TRANS336355,PARENT_SUPPLIER_504363,SUPPLIER_504363,PACHKA ''BETAVER'' 16 MG ¡í30,PPV EXCHANGE,,,"PATCH BETAVER16¡í30-POLY, RU", -   
TRANS867868,PARENT_SUPPLIER_319283,SUPPLIER_319283,PACHKA ''BETAVER'' 16 MG ¡í30,PPV OTHER,,,"PATCH BETAVER16¡í30-POLY, RU", -   
TRANS271065,PARENT_SUPPLIER_329910,SUPPLIER_329910,SPIRT ETILOVYY REKTIFIKAT,PPV EXCHANGE,,,"ETHYL ALCOHOL recto-Biochem, R", -   
TRANS274317,PARENT_SUPPLIER_925918,SUPPLIER_925918,SPIRT ETILOVYY REKTIFIKAT,PPV OTHER,,,"ETHYL ALCOHOL recto-Biochem, R", -   
TRANS524456,PARENT_SUPPLIER_380322,SUPPLIER_380322,,CENTRAL LABORATORY,MF 553 Declaration of Conformity,,Certification Services (LLC Quant)," 2,636.76 "
TRANS141040,PARENT_SUPPLIER_607991,SUPPLIER_607991,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 183.96 
TRANS805170,PARENT_SUPPLIER_778346,SUPPLIER_778346,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 275.94 
TRANS866691,PARENT_SUPPLIER_850070,SUPPLIER_850070,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 291.27 
TRANS280896,PARENT_SUPPLIER_765564,SUPPLIER_765564,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 306.60 
TRANS190758,PARENT_SUPPLIER_628895,SUPPLIER_628895,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 122.64 
TRANS494262,PARENT_SUPPLIER_493986,SUPPLIER_493986,,PROFESSIONAL SERVICES - OTHER CONSULTING,reiskosten,,, 72.02 
TRANS549271,PARENT_SUPPLIER_729665,SUPPLIER_729665,,VAT RECEIVABLE - AUTOPOST,,,6) INTERIM SALES SUPPORT S TE PAS, 800.76 
TRANS574886,PARENT_SUPPLIER_199685,SUPPLIER_199685,,PROFESSIONAL SERVICES - OTHER CONSULTING,191443,,6) INTERIM SALES SUPPORT S TE PAS," 3,813.16 "
TRANS456777,PARENT_SUPPLIER_292287,SUPPLIER_292287,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Fatura brut. 46,,SERVICE, 385.86 
TRANS262764,PARENT_SUPPLIER_280781,SUPPLIER_280781,,VAT RECEIVABLE - AUTOPOST,Fatura brut. 501-1,,JALECO AZUL ROYAL, 11.21 
TRANS717713,PARENT_SUPPLIER_416044,SUPPLIER_416044,,MATERIALS AND SUPPLIES - OPERATIONS,Fatura brut. 501-1,,JALECO AZUL ROYAL, -17.15 
TRANS618880,PARENT_SUPPLIER_856008,SUPPLIER_856008,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 4075-1,,Mouthwash - NO ALCOHOL (1.240ml), 444.83 
TRANS160345,PARENT_SUPPLIER_456159,SUPPLIER_456159,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,NAD+ Biotin-Lableled 500uL, 365.00 
TRANS123582,PARENT_SUPPLIER_431415,SUPPLIER_431415,,ACCRUED  USE TAX,,,, -0.50 
TRANS819381,PARENT_SUPPLIER_243228,SUPPLIER_243228,,MAINTENANCE CLEARING,,,N1170132   TOP COVER O-RINGS, 4.59 
TRANS311333,PARENT_SUPPLIER_598410,SUPPLIER_598410,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,N1170132   TOP COVER O-RINGS, 146.00 
TRANS738869,PARENT_SUPPLIER_216858,SUPPLIER_216858,,MAINTENANCE CLEARING,,,N1170133   FRONT COVER O-RINGS, 11.47 
TRANS675568,PARENT_SUPPLIER_418836,SUPPLIER_418836,,MAINTENANCE CLEARING,,,"N4822416   KIT, VALVE, 3 WAY, 24 VDC, HO", 5.00 
TRANS323035,PARENT_SUPPLIER_812909,SUPPLIER_812909,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,48x40 GMA Wood Pallet," 7,454.65 "
TRANS101929,PARENT_SUPPLIER_493728,SUPPLIER_493728,,ACCRUED  USE TAX,,,, -12.03 
TRANS990719,PARENT_SUPPLIER_949787,SUPPLIER_949787,,OTHER OUTSIDE SERVICES,AL32 DCOL HUNTER MSP 3013-006,,," 2,486.01 "
TRANS971768,PARENT_SUPPLIER_364580,SUPPLIER_364580,,PROFESSIONAL SERVICES - LEGAL,LEGAL#1472740,,, 420.00 
TRANS548533,PARENT_SUPPLIER_347400,SUPPLIER_347400,,ACCRUED  USE TAX,,,TN Sr Mgr Client Intelligence, -7.82 
TRANS220936,PARENT_SUPPLIER_628497,SUPPLIER_628497,,ACCRUED  USE TAX,,,TN Sr Mgr Client Intelligence, -19.56 
TRANS172735,PARENT_SUPPLIER_363456,SUPPLIER_363456,,PROFESSIONAL SERVICES - MARKET RESEARCH,,,TN Sr Mgr Client Intelligence," 18,117.37 "
TRANS167301,PARENT_SUPPLIER_188227,SUPPLIER_188227,,BUSINESS MEETINGS,Mileage Reimbursement,,, 326.57 
TRANS350144,PARENT_SUPPLIER_648917,SUPPLIER_648917,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 2,464.09 "
TRANS962900,PARENT_SUPPLIER_571519,SUPPLIER_571519,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 1,195.00 "
TRANS565655,PARENT_SUPPLIER_667096,SUPPLIER_667096,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 3,971.22 "
TRANS676094,PARENT_SUPPLIER_201038,SUPPLIER_201038,,ACCRUED  USE TAX,,,, -233.60 
TRANS393904,PARENT_SUPPLIER_458369,SUPPLIER_458369,,INTERCOMPANY - ACCTS RECEIVABLE,,,," 11,248.72 "
TRANS525392,PARENT_SUPPLIER_211078,SUPPLIER_211078,,LABORATORY SERVICES,100195,,Cleanroom Monitoring, 349.91 
TRANS396199,PARENT_SUPPLIER_137642,SUPPLIER_137642,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,15236,,CHEMICAL CABINET, 78.51 
TRANS613492,PARENT_SUPPLIER_674908,SUPPLIER_674908,,INPUT VAT TAX DEFERRED AUTO,,,BELBRT001 KAPROLON D80MM, 117.53 
TRANS535608,PARENT_SUPPLIER_236561,SUPPLIER_236561,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,BELBRT003 Kaprolon PLATE 30 MM (1000, 268.28 
TRANS261165,PARENT_SUPPLIER_898498,SUPPLIER_898498,,MAINTENANCE CLEARING,,,BELBRT001 KAPROLON D80MM, -0.00 
TRANS832734,PARENT_SUPPLIER_559757,SUPPLIER_559757,PACHKA ''BETAVER 24MG ¡í60'',(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"PATCH BETAVER24¡í60-POLY, RU", 672.99 
TRANS986668,PARENT_SUPPLIER_517180,SUPPLIER_517180,PACHKA ''BETAVER 24MG ¡í30'',(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"PATCH BETAVER24¡í30-POLY, RU", 760.37 
TRANS206487,PARENT_SUPPLIER_226704,SUPPLIER_226704,PACHKA ''BETAVER'' 16 MG ¡í30,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"PATCH BETAVER16¡í30-POLY, RU", 839.32 
TRANS706449,PARENT_SUPPLIER_119122,SUPPLIER_119122,SPIRT ETILOVYY REKTIFIKAT,PPV EXCHANGE,,,"ETHYL ALCOHOL recto-Biochem, R", -   
TRANS266032,PARENT_SUPPLIER_431365,SUPPLIER_431365,SPIRT ETILOVYY REKTIFIKAT,PPV OTHER,,,"ETHYL ALCOHOL recto-Biochem, R"," 1,732.29 "
TRANS993676,PARENT_SUPPLIER_891519,SUPPLIER_891519,,INPUT VAT TAX DEFERRED AUTO,,,," 1,505.68 "
TRANS793056,PARENT_SUPPLIER_325638,SUPPLIER_325638,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 91.98 
TRANS915176,PARENT_SUPPLIER_890998,SUPPLIER_890998,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 183.96 
TRANS433089,PARENT_SUPPLIER_359264,SUPPLIER_359264,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 183.96 
TRANS680310,PARENT_SUPPLIER_313357,SUPPLIER_313357,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 114.98 
TRANS657392,PARENT_SUPPLIER_585940,SUPPLIER_585940,,PROMOTION EXPENSE - SPECIAL PROGRAMS,Payment of dog. providing us-g,,, 337.26 
TRANS704032,PARENT_SUPPLIER_456853,SUPPLIER_456853,,VAT RECEIVABLE - AUTOPOST,,,, 311.88 
TRANS846982,PARENT_SUPPLIER_930656,SUPPLIER_930656,,PROFESSIONAL SERVICES - OTHER CONSULTING,191444,,6) INTERIM SALES SUPPORT S TE PAS," 3,813.16 "
TRANS357663,PARENT_SUPPLIER_444768,SUPPLIER_444768,,VAT RECEIVABLE - AUTOPOST,,,6) INTERIM SALES SUPPORT S TE PAS, 800.76 
TRANS543959,PARENT_SUPPLIER_666276,SUPPLIER_666276,,PROMOTION EXPENSE,Exhibit / Display Fee,,, 600.00 
TRANS634878,PARENT_SUPPLIER_429923,SUPPLIER_429923,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 1014-001,,RJ0004668  MELACO EMBALAGEM 20L, 163.95 
TRANS851717,PARENT_SUPPLIER_202640,SUPPLIER_202640,,VAT RECEIVABLE - AUTOPOST,Fatura brut. 501-1,,JALECO AZUL ROYAL, 17.15 
TRANS621904,PARENT_SUPPLIER_506941,SUPPLIER_506941,,MATERIALS AND SUPPLIES - OPERATIONS,Fatura brut. 501-1,,TUNICA AZUL CLARO, -11.21 
TRANS196371,PARENT_SUPPLIER_701875,SUPPLIER_701875,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 501-1,,TUNICA AZUL CLARO, 291.20 
TRANS921716,PARENT_SUPPLIER_375073,SUPPLIER_375073,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,Fatura brut. 501-1,,JALECO AZUL ROYAL, 445.34 
TRANS969606,PARENT_SUPPLIER_870090,SUPPLIER_870090,,OTHER OUTSIDE SERVICES,External Reviewer for CE Program,,, 102.99 
TRANS961365,PARENT_SUPPLIER_165278,SUPPLIER_165278,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,N1170133   FRONT COVER O-RINGS, 364.40 
TRANS950387,PARENT_SUPPLIER_577622,SUPPLIER_577622,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"N4822416   KIT, VALVE, 3 WAY, 24 VDC, HO", 114.05 
TRANS192974,PARENT_SUPPLIER_138971,SUPPLIER_138971,,ACCRUED  USE TAX,,,, -55.33 
TRANS182010,PARENT_SUPPLIER_641158,SUPPLIER_641158,,(GR/IR) - GOOD RECEIVED / INVOICE RECEIVED,,,"9381010587 MOUNTING BLOCK ASSEMBLY, LINE"," 1,158.28 "
TRANS978508,PARENT_SUPPLIER_852131,SUPPLIER_852131,,ACCRUED  USE TAX,,,2019 blanket PO Paint Post CBRE, -196.95 
TRANS387842,PARENT_SUPPLIER_255213,SUPPLIER_255213,,MATERIALS AND SUPPLIES - OPERATIONS,,,2019 blanket PO Paint Post CBRE," 3,479.40 "
TRANS975243,PARENT_SUPPLIER_653593,SUPPLIER_653593,,ACCRUED  USE TAX,,,, -17.01 
TRANS169224,PARENT_SUPPLIER_144131,SUPPLIER_144131,,ACCRUED  USE TAX,,,, -42.52 
TRANS854220,PARENT_SUPPLIER_969089,SUPPLIER_969089,,ACCRUED  USE TAX,,,, -195.62 
TRANS662566,PARENT_SUPPLIER_187188,SUPPLIER_187188,,OTHER OUTSIDE SERVICES,AL33 QCR  WAX ISP 3102-001,,," 8,789.41 "
TRANS962704,PARENT_SUPPLIER_693568,SUPPLIER_693568,,BUSINESS MEETINGS,Mileage Reimbursement,,, 326.57 
TRANS630828,PARENT_SUPPLIER_126899,SUPPLIER_126899,,ACCRUED  USE TAX,,,TN Sr Mgr Client Intelligence, -89.99 
TRANS485016,PARENT_SUPPLIER_856431,SUPPLIER_856431,,ACCTS PAYABLE,AIR CLEANER RENTAL*3 NOV 2019,,, 722.95 
TRANS996194,PARENT_SUPPLIER_100932,SUPPLIER_100932,,ACCTS PAYABLE,,,," 2,600.00 "
TRANS463282,PARENT_SUPPLIER_927552,SUPPLIER_927552,,ACCTS PAYABLE,,,, 694.29 
TRANS574318,PARENT_SUPPLIER_305786,SUPPLIER_305786,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 30.00 
TRANS422602,PARENT_SUPPLIER_594488,SUPPLIER_594488,,ACCTS PAYABLE,Kartal Kosuyolu F.F2019000294 Gokhan Kah,,, 330.41 
TRANS905003,PARENT_SUPPLIER_458742,SUPPLIER_458742,,ACCTS PAYABLE,MONITOR SCREEN,,, 203.24 
TRANS118788,PARENT_SUPPLIER_172555,SUPPLIER_172555,,ACCTS PAYABLE,Daihoku?Eimin?Soiin?108514V?MAX?SU,,, 964.57 
TRANS204496,PARENT_SUPPLIER_267393,SUPPLIER_267393,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 30.00 
TRANS597750,PARENT_SUPPLIER_197550,SUPPLIER_197550,,ACCTS PAYABLE,(X-AP)H19072 10/24 SPEAKER FEE,,, 241.95 
TRANS813942,PARENT_SUPPLIER_682564,SUPPLIER_682564,,ACCTS PAYABLE,*VT Symposium - 10-10-19,,," 1,014.17 "
TRANS545997,PARENT_SUPPLIER_193017,SUPPLIER_193017,,ACCTS PAYABLE,FRUIT FOR OFFICE,,, 14.16 
TRANS826720,PARENT_SUPPLIER_847987,SUPPLIER_847987,,ACCTS PAYABLE,Neuromodulation?Ft.A-029407?Dr.?Atilla?Year,,," 1,039.69 "
TRANS508078,PARENT_SUPPLIER_497192,SUPPLIER_497192,,ACCTS PAYABLE,IMPORT FREIGHT,,, 100.23 
TRANS605974,PARENT_SUPPLIER_762401,SUPPLIER_762401,,ACCTS PAYABLE,HONORARIOS Y SERVICIOS PROFESIONALES,,, 488.00 
TRANS277709,PARENT_SUPPLIER_160353,SUPPLIER_160353,,ACCTS PAYABLE,,,, 996.00 
TRANS170951,PARENT_SUPPLIER_428104,SUPPLIER_428104,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 156.42 
TRANS101561,PARENT_SUPPLIER_668737,SUPPLIER_668737,,ACCTS PAYABLE,Hekim Sag.Ft.A001043 13.10 Sinan Dagdele,,, 654.21 
TRANS573782,PARENT_SUPPLIER_960195,SUPPLIER_960195,,ACCTS PAYABLE,Hekim Sag.Ft.A001045 24.10 Sinan Dagdele,,, 356.84 
TRANS614640,PARENT_SUPPLIER_707950,SUPPLIER_707950,,ACCTS PAYABLE,FRUIT FOR OFFICE,,, 18.48 
TRANS274602,PARENT_SUPPLIER_423755,SUPPLIER_423755,,ACCTS PAYABLE,Hatice?Yildirim?Ft.A044797?Ismail?Dean,,," 3,353.84 "
TRANS505367,PARENT_SUPPLIER_785024,SUPPLIER_785024,,ACCTS PAYABLE,Yasin Nakliyat Ft.A005146 CAHF Nakliye B,,, 591.11 
TRANS756435,PARENT_SUPPLIER_244757,SUPPLIER_244757,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 40.31 
TRANS527401,PARENT_SUPPLIER_264950,SUPPLIER_264950,,ACCTS PAYABLE,Housekeeping material supply_Delhi_Manvi,,, 201.53 
TRANS489472,PARENT_SUPPLIER_328581,SUPPLIER_328581,,ACCTS PAYABLE,Supply of Food and beverages_Delhi_Manvi,,, 131.51 
TRANS822253,PARENT_SUPPLIER_346989,SUPPLIER_346989,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 30.00 
TRANS137443,PARENT_SUPPLIER_488653,SUPPLIER_488653,,ACCTS PAYABLE,,,, 386.40 
TRANS994624,PARENT_SUPPLIER_521265,SUPPLIER_521265,,ACCTS PAYABLE,Kartal Kosuyolu F.F2019000295 Gokhan Kah,,," 5,396.70 "
TRANS430248,PARENT_SUPPLIER_647779,SUPPLIER_647779,,ACCTS PAYABLE,Hekim Sag.Ft.A001044 20.10 Sinan Dagdele,,, 654.21 
TRANS217995,PARENT_SUPPLIER_138558,SUPPLIER_138558,,ACCTS PAYABLE,FRUIT FOR OFFICE,,, 14.00 
TRANS650156,PARENT_SUPPLIER_954462,SUPPLIER_954462,,ACCTS PAYABLE,Resul?Kurt?Ft.A009209?2019/?Sgk?Incentive?D,,, 43.56 
TRANS797228,PARENT_SUPPLIER_180217,SUPPLIER_180217,,ACCTS PAYABLE,Yasin Nakliyat Ft.A005145 CAHF Nakliye B,,," 1,295.42 "
TRANS377190,PARENT_SUPPLIER_363116,SUPPLIER_363116,,ACCTS PAYABLE,Cozum?Dancing?Ft.A023098?Bulent?Mutl,,," 1,446.34 "
TRANS338121,PARENT_SUPPLIER_810377,SUPPLIER_810377,,ACCTS PAYABLE,Supply of Food and beverages_Delhi_Manvi,,, 50.25 
TRANS804149,PARENT_SUPPLIER_809473,SUPPLIER_809473,,ACCTS PAYABLE,NEW PRODUCT TEST FEE,,, 225.82 
TRANS962155,PARENT_SUPPLIER_574739,SUPPLIER_574739,,ACCTS PAYABLE,(X-AP)H19072 10/24 SPEAKER FEE,,, 438.74 
TRANS792253,PARENT_SUPPLIER_698534,SUPPLIER_698534,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 40.31 
TRANS880713,PARENT_SUPPLIER_919545,SUPPLIER_919545,,ACCTS PAYABLE,TW191001 11/23 EDUCATIONAL GRANT,,," 9,678.00 "
TRANS584353,PARENT_SUPPLIER_309842,SUPPLIER_309842,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 180.00 
TRANS962593,PARENT_SUPPLIER_523390,SUPPLIER_523390,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 30.00 
TRANS980696,PARENT_SUPPLIER_428494,SUPPLIER_428494,,ACCTS PAYABLE,*Ilumien IV - Boston - Expense Reimburse,,, 67.60 
TRANS649186,PARENT_SUPPLIER_641876,SUPPLIER_641876,,ACCTS PAYABLE,*National OCT Fellows Workshop - Doublet,,, 175.68 
TRANS361520,PARENT_SUPPLIER_895911,SUPPLIER_895911,,ACCTS PAYABLE,HONORARIOS Y SERVICIOS PROFESIONALES,,," 1,713.00 "
TRANS675968,PARENT_SUPPLIER_755859,SUPPLIER_755859,,ACCTS PAYABLE,D Event Ft.DEV2019000000705 Meeting 07.0,,," 6,288.46 "
TRANS208635,PARENT_SUPPLIER_371909,SUPPLIER_371909,,ACCTS PAYABLE,FRUIT FOR OFFICE,,, 14.40 
TRANS749880,PARENT_SUPPLIER_142640,SUPPLIER_142640,,ACCTS PAYABLE,SPONSORHIP DUBROVNIK 17.10-20.10.2019,,," 7,008.86 "
TRANS603742,PARENT_SUPPLIER_469055,SUPPLIER_469055,,ACCTS PAYABLE,H19063 9/20-9/22 TRANSPORTATION FEE,,, 213.40 
TRANS652965,PARENT_SUPPLIER_745204,SUPPLIER_745204,,ACCTS PAYABLE,EXPORT FREIGHT,,, 627.10 
TRANS405037,PARENT_SUPPLIER_208156,SUPPLIER_208156,,ACCTS PAYABLE,LEGAL FEES,,," 3,562.02 "
TRANS607169,PARENT_SUPPLIER_202907,SUPPLIER_202907,,ACCTS PAYABLE,TABLE*2,,, 419.38 
TRANS745554,PARENT_SUPPLIER_447950,SUPPLIER_447950,,ACCTS PAYABLE,Supply of Food and beverages_Delhi_Manvi,,, 51.36 
TRANS913084,PARENT_SUPPLIER_566476,SUPPLIER_566476,,ACCTS PAYABLE,Supply of Food and beverages_Delhi_Manvi,,, 39.42 
TRANS849887,PARENT_SUPPLIER_567575,SUPPLIER_567575,,ACCTS PAYABLE,Biretkinlik Ft.A066377 PICS Kong.San Die,,," 7,169.47 "
TRANS160874,PARENT_SUPPLIER_118982,SUPPLIER_118982,,ACCTS PAYABLE,PROMO MATERIAL,,," 1,124.57 "
TRANS117551,PARENT_SUPPLIER_473703,SUPPLIER_473703,,ACCTS PAYABLE,Noromodulasyon Ft.A029407 Doc.Dr.Atilla,,, 951.58 
TRANS148769,PARENT_SUPPLIER_735726,SUPPLIER_735726,,ACCTS PAYABLE,SEMINARIO MEGAMINDS 4 PERSONAS,,," 1,274.34 "
TRANS857827,PARENT_SUPPLIER_340427,SUPPLIER_340427,,ACCTS PAYABLE,Freight JAN to DEC 2019,,, 30.00 
TRANS588533,PARENT_SUPPLIER_980741,SUPPLIER_980741,,ACCTS PAYABLE,Neuromomodulation?Ft.A-029412?Dr.?Atilla?Yil,,," 1,039.69 "
TRANS564387,PARENT_SUPPLIER_507140,SUPPLIER_507140,,ACCTS PAYABLE,PROMO MATERIAL,,, 250.54 
TRANS823997,PARENT_SUPPLIER_798417,SUPPLIER_798417,,ACCTS PAYABLE,CUSTOMS CLEARANCE FEE I108158,,, 168.11 
TRANS826970,PARENT_SUPPLIER_604898,SUPPLIER_604898,,ACCTS PAYABLE,NEW PRODUCT TEST FEE,,, 225.82 
